Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BHE81_RS25460,0.47934489685968434,1.683585265527517,3.706120805210012,0.4542715561675045,0.6496333859027598,
BHE81_RS25465,2.4707718813891666,-3.0304443303263686,1.968933470813378,-1.5391298767827204,0.12377259251347014,
BHE81_RS25470,0.0,,,,,
BHE81_RS25475,1.9565461098933623,-0.6309275804388994,2.176338854434608,-0.2899031918459262,0.7718902997007323,
BHE81_RS25480,3.609940299620105,-1.007462050600199,1.3807662583331912,-0.7296398246408259,0.46561037246690695,
BHE81_RS25485,0.5354947143610179,-1.2770803782993614,3.354707012742559,-0.38068313371286505,0.703438385548771,
BHE81_RS25490,0.7625837490863092,-0.14096141541468468,2.4809253798881095,-0.05681807947848963,0.9546901118614188,
BHE81_RS25495,1.6765601879894791,0.27351062456514463,1.9953086109093352,0.13707685270826142,0.8909700486039197,
BHE81_RS25500,0.9335229663102668,2.6780436203453326,2.660164775195229,1.006720954023907,0.31406888966504276,
BHE81_RS25505,1.1660227798308396,0.6671049865493565,2.3508302225491087,0.2837742088520477,0.7765834207062765,
